layers_0,length_0,layers_1,length_1,layers_2,length_2,timestamps,length_total,mac_src,mac_dst,ip_src,ip_dst,flags,sport,dport,application,filename,num_packet,mac_src_custom,mac_dst_custom,layers_3,length_3,layers_4,length_4,payload_layers,header_length,payload_length,flow_id_mac,flow_id_ip,flow_id
IPv6,61,UDP,21,CoAP,13.0,1655374324.0638752,61,,,50:02:91:AD:25:E1,50:02:91:13:70:30,0.0,52814.0,5683.0,COAP,COAP.pcapng,9552,50:02:91:AD:25:E1,50:02:91:13:70:30,None,0.0,,,3.0,48.0,13.0,17.0,17.0,43393.0
IPv6,91,UDP,51,CoAP,43.0,1655374324.0639124,91,,,50:02:91:13:70:30,50:02:91:AD:25:E1,0.0,5683.0,52814.0,COAP,COAP.pcapng,9553,50:02:91:13:70:30,50:02:91:AD:25:E1,Raw,37.0,,,,,,17.0,17.0,43393.0
IPv6,69,UDP,29,CoAP,21.0,1655374324.0702248,69,,,50:02:91:4C:08:DB,50:02:91:13:70:30,0.0,59182.0,5683.0,COAP,COAP.pcapng,9554,50:02:91:4C:08:DB,50:02:91:13:70:30,None,0.0,,,3.0,48.0,21.0,13.0,13.0,49134.0
IPv6,121,UDP,81,CoAP,73.0,1655374324.0703206,121,,,50:02:91:13:70:30,50:02:91:4C:08:DB,0.0,5683.0,59182.0,COAP,COAP.pcapng,9555,50:02:91:13:70:30,50:02:91:4C:08:DB,Raw,64.0,,,,,,13.0,13.0,49134.0
IPv6,71,UDP,31,CoAP,23.0,1655374324.0703683,71,,,50:02:91:4C:08:DB,50:02:91:13:70:30,0.0,59182.0,5683.0,COAP,COAP.pcapng,9556,50:02:91:4C:08:DB,50:02:91:13:70:30,None,0.0,,,3.0,48.0,23.0,13.0,13.0,49134.0
IPv6,121,UDP,81,CoAP,73.0,1655374324.0704224,121,,,50:02:91:13:70:30,50:02:91:4C:08:DB,0.0,5683.0,59182.0,COAP,COAP.pcapng,9557,50:02:91:13:70:30,50:02:91:4C:08:DB,Raw,64.0,,,,,,13.0,13.0,49134.0
IPv6,71,UDP,31,CoAP,23.0,1655374324.0704632,71,,,50:02:91:4C:08:DB,50:02:91:13:70:30,0.0,59182.0,5683.0,COAP,COAP.pcapng,9558,50:02:91:4C:08:DB,50:02:91:13:70:30,None,0.0,,,3.0,48.0,23.0,13.0,13.0,49134.0
IPv6,121,UDP,81,CoAP,73.0,1655374324.0704806,121,,,50:02:91:13:70:30,50:02:91:4C:08:DB,0.0,5683.0,59182.0,COAP,COAP.pcapng,9559,50:02:91:13:70:30,50:02:91:4C:08:DB,Raw,64.0,,,,,,13.0,13.0,49134.0
IPv6,71,UDP,31,CoAP,23.0,1655374324.0705106,71,,,50:02:91:4C:08:DB,50:02:91:13:70:30,0.0,59182.0,5683.0,COAP,COAP.pcapng,9560,50:02:91:4C:08:DB,50:02:91:13:70:30,None,0.0,,,3.0,48.0,23.0,13.0,13.0,49134.0
IPv6,121,UDP,81,CoAP,73.0,1655374324.070562,121,,,50:02:91:13:70:30,50:02:91:4C:08:DB,0.0,5683.0,59182.0,COAP,COAP.pcapng,9561,50:02:91:13:70:30,50:02:91:4C:08:DB,Raw,64.0,,,,,,13.0,13.0,49134.0
IPv6,71,UDP,31,CoAP,23.0,1655374324.0705984,71,,,50:02:91:4C:08:DB,50:02:91:13:70:30,0.0,59182.0,5683.0,COAP,COAP.pcapng,9562,50:02:91:4C:08:DB,50:02:91:13:70:30,None,0.0,,,3.0,48.0,23.0,13.0,13.0,49134.0
IPv6,121,UDP,81,CoAP,73.0,1655374324.0706134,121,,,50:02:91:13:70:30,50:02:91:4C:08:DB,0.0,5683.0,59182.0,COAP,COAP.pcapng,9563,50:02:91:13:70:30,50:02:91:4C:08:DB,Raw,64.0,,,,,,13.0,13.0,49134.0
IPv6,71,UDP,31,CoAP,23.0,1655374324.0706408,71,,,50:02:91:4C:08:DB,50:02:91:13:70:30,0.0,59182.0,5683.0,COAP,COAP.pcapng,9564,50:02:91:4C:08:DB,50:02:91:13:70:30,None,0.0,,,3.0,48.0,23.0,13.0,13.0,49134.0
IPv6,100,UDP,60,CoAP,52.0,1655374324.0706534,100,,,50:02:91:13:70:30,50:02:91:4C:08:DB,0.0,5683.0,59182.0,COAP,COAP.pcapng,9565,50:02:91:13:70:30,50:02:91:4C:08:DB,Raw,43.0,,,,,,13.0,13.0,49134.0
IPv6,62,UDP,22,CoAP,14.0,1655374324.1334171,62,,,50:02:91:0B:8F:E6,50:02:91:13:70:30,0.0,35835.0,5683.0,COAP,COAP.pcapng,9566,50:02:91:0B:8F:E6,50:02:91:13:70:30,None,0.0,,,3.0,48.0,14.0,2.0,2.0,28138.0
IPv6,78,UDP,38,CoAP,30.0,1655374324.1335132,78,,,50:02:91:13:70:30,50:02:91:0B:8F:E6,0.0,5683.0,35835.0,COAP,COAP.pcapng,9567,50:02:91:13:70:30,50:02:91:0B:8F:E6,Raw,22.0,,,,,,2.0,2.0,28138.0
IPv6,64,UDP,24,CoAP,16.0,1655374324.2055235,64,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,36796.0,5683.0,COAP,COAP.pcapng,9568,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,16.0,21.0,21.0,29015.0
IPv6,120,UDP,80,CoAP,72.0,1655374324.205632,120,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,36796.0,COAP,COAP.pcapng,9569,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,29015.0
IPv6,66,UDP,26,CoAP,18.0,1655374324.2058263,66,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,36796.0,5683.0,COAP,COAP.pcapng,9570,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,18.0,21.0,21.0,29015.0
IPv6,120,UDP,80,CoAP,72.0,1655374324.2059045,120,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,36796.0,COAP,COAP.pcapng,9571,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,29015.0
IPv6,66,UDP,26,CoAP,18.0,1655374324.2060866,66,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,36796.0,5683.0,COAP,COAP.pcapng,9572,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,18.0,21.0,21.0,29015.0
IPv6,120,UDP,80,CoAP,72.0,1655374324.2062163,120,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,36796.0,COAP,COAP.pcapng,9573,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,29015.0
IPv6,66,UDP,26,CoAP,18.0,1655374324.2064018,66,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,36796.0,5683.0,COAP,COAP.pcapng,9574,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,18.0,21.0,21.0,29015.0
IPv6,120,UDP,80,CoAP,72.0,1655374324.2065148,120,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,36796.0,COAP,COAP.pcapng,9575,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,29015.0
IPv6,66,UDP,26,CoAP,18.0,1655374324.2066972,66,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,36796.0,5683.0,COAP,COAP.pcapng,9576,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,18.0,21.0,21.0,29015.0
IPv6,120,UDP,80,CoAP,72.0,1655374324.2068114,120,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,36796.0,COAP,COAP.pcapng,9577,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,29015.0
IPv6,66,UDP,26,CoAP,18.0,1655374324.206943,66,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,36796.0,5683.0,COAP,COAP.pcapng,9578,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,18.0,21.0,21.0,29015.0
IPv6,120,UDP,80,CoAP,72.0,1655374324.2070186,120,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,36796.0,COAP,COAP.pcapng,9579,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,29015.0
IPv6,66,UDP,26,CoAP,18.0,1655374324.2070887,66,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,36796.0,5683.0,COAP,COAP.pcapng,9580,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,18.0,21.0,21.0,29015.0
IPv6,120,UDP,80,CoAP,72.0,1655374324.2072,120,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,36796.0,COAP,COAP.pcapng,9581,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,29015.0
IPv6,66,UDP,26,CoAP,18.0,1655374324.207279,66,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,36796.0,5683.0,COAP,COAP.pcapng,9582,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,18.0,21.0,21.0,29015.0
IPv6,120,UDP,80,CoAP,72.0,1655374324.207402,120,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,36796.0,COAP,COAP.pcapng,9583,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,29015.0
IPv6,66,UDP,26,CoAP,18.0,1655374324.2074714,66,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,36796.0,5683.0,COAP,COAP.pcapng,9584,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,18.0,21.0,21.0,29015.0
IPv6,120,UDP,80,CoAP,72.0,1655374324.207601,120,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,36796.0,COAP,COAP.pcapng,9585,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,29015.0
IPv6,66,UDP,26,CoAP,18.0,1655374324.207669,66,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,36796.0,5683.0,COAP,COAP.pcapng,9586,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,18.0,21.0,21.0,29015.0
IPv6,120,UDP,80,CoAP,72.0,1655374324.2077186,120,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,36796.0,COAP,COAP.pcapng,9587,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,29015.0
IPv6,66,UDP,26,CoAP,18.0,1655374324.2077734,66,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,36796.0,5683.0,COAP,COAP.pcapng,9588,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,18.0,21.0,21.0,29015.0
IPv6,120,UDP,80,CoAP,72.0,1655374324.2078893,120,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,36796.0,COAP,COAP.pcapng,9589,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,29015.0
IPv6,66,UDP,26,CoAP,18.0,1655374324.207957,66,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,36796.0,5683.0,COAP,COAP.pcapng,9590,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,18.0,21.0,21.0,29015.0
IPv6,120,UDP,80,CoAP,72.0,1655374324.2079976,120,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,36796.0,COAP,COAP.pcapng,9591,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,29015.0
IPv6,66,UDP,26,CoAP,18.0,1655374324.2081597,66,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,36796.0,5683.0,COAP,COAP.pcapng,9592,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,18.0,21.0,21.0,29015.0
IPv6,120,UDP,80,CoAP,72.0,1655374324.2082157,120,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,36796.0,COAP,COAP.pcapng,9593,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,29015.0
IPv6,66,UDP,26,CoAP,18.0,1655374324.208397,66,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,36796.0,5683.0,COAP,COAP.pcapng,9594,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,18.0,21.0,21.0,29015.0
IPv6,120,UDP,80,CoAP,72.0,1655374324.2084398,120,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,36796.0,COAP,COAP.pcapng,9595,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,29015.0
IPv6,66,UDP,26,CoAP,18.0,1655374324.208563,66,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,36796.0,5683.0,COAP,COAP.pcapng,9596,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,18.0,21.0,21.0,29015.0
IPv6,120,UDP,80,CoAP,72.0,1655374324.208599,120,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,36796.0,COAP,COAP.pcapng,9597,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,29015.0
IPv6,66,UDP,26,CoAP,18.0,1655374324.2087183,66,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,36796.0,5683.0,COAP,COAP.pcapng,9598,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,18.0,21.0,21.0,29015.0
IPv6,120,UDP,80,CoAP,72.0,1655374324.2088523,120,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,36796.0,COAP,COAP.pcapng,9599,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,29015.0
IPv6,67,UDP,27,CoAP,19.0,1655374324.2089643,67,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,36796.0,5683.0,COAP,COAP.pcapng,9600,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,19.0,21.0,21.0,29015.0
IPv6,121,UDP,81,CoAP,73.0,1655374324.2090876,121,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,36796.0,COAP,COAP.pcapng,9601,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,29015.0
IPv6,67,UDP,27,CoAP,19.0,1655374324.2093382,67,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,36796.0,5683.0,COAP,COAP.pcapng,9602,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,19.0,21.0,21.0,29015.0
IPv6,121,UDP,81,CoAP,73.0,1655374324.2094474,121,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,36796.0,COAP,COAP.pcapng,9603,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,29015.0
IPv6,67,UDP,27,CoAP,19.0,1655374324.2096298,67,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,36796.0,5683.0,COAP,COAP.pcapng,9604,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,19.0,21.0,21.0,29015.0
IPv6,121,UDP,81,CoAP,73.0,1655374324.2097542,121,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,36796.0,COAP,COAP.pcapng,9605,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,29015.0
IPv6,67,UDP,27,CoAP,19.0,1655374324.209938,67,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,36796.0,5683.0,COAP,COAP.pcapng,9606,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,19.0,21.0,21.0,29015.0
IPv6,121,UDP,81,CoAP,73.0,1655374324.2100532,121,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,36796.0,COAP,COAP.pcapng,9607,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,29015.0
IPv6,67,UDP,27,CoAP,19.0,1655374324.210228,67,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,36796.0,5683.0,COAP,COAP.pcapng,9608,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,19.0,21.0,21.0,29015.0
IPv6,121,UDP,81,CoAP,73.0,1655374324.210354,121,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,36796.0,COAP,COAP.pcapng,9609,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,29015.0
IPv6,67,UDP,27,CoAP,19.0,1655374324.2105546,67,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,36796.0,5683.0,COAP,COAP.pcapng,9610,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,19.0,21.0,21.0,29015.0
IPv6,121,UDP,81,CoAP,73.0,1655374324.210675,121,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,36796.0,COAP,COAP.pcapng,9611,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,29015.0
IPv6,67,UDP,27,CoAP,19.0,1655374324.210806,67,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,36796.0,5683.0,COAP,COAP.pcapng,9612,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,19.0,21.0,21.0,29015.0
IPv6,121,UDP,81,CoAP,73.0,1655374324.210922,121,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,36796.0,COAP,COAP.pcapng,9613,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,29015.0
IPv6,67,UDP,27,CoAP,19.0,1655374324.2109954,67,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,36796.0,5683.0,COAP,COAP.pcapng,9614,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,19.0,21.0,21.0,29015.0
IPv6,121,UDP,81,CoAP,73.0,1655374324.211037,121,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,36796.0,COAP,COAP.pcapng,9615,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,29015.0
IPv6,67,UDP,27,CoAP,19.0,1655374324.211125,67,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,36796.0,5683.0,COAP,COAP.pcapng,9616,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,19.0,21.0,21.0,29015.0
IPv6,121,UDP,81,CoAP,73.0,1655374324.2112598,121,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,36796.0,COAP,COAP.pcapng,9617,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,29015.0
IPv6,67,UDP,27,CoAP,19.0,1655374324.2113392,67,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,36796.0,5683.0,COAP,COAP.pcapng,9618,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,19.0,21.0,21.0,29015.0
IPv6,121,UDP,81,CoAP,73.0,1655374324.2114654,121,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,36796.0,COAP,COAP.pcapng,9619,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,29015.0
IPv6,67,UDP,27,CoAP,19.0,1655374324.2115364,67,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,36796.0,5683.0,COAP,COAP.pcapng,9620,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,19.0,21.0,21.0,29015.0
IPv6,121,UDP,81,CoAP,73.0,1655374324.2115903,121,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,36796.0,COAP,COAP.pcapng,9621,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,29015.0
IPv6,67,UDP,27,CoAP,19.0,1655374324.2117572,67,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,36796.0,5683.0,COAP,COAP.pcapng,9622,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,19.0,21.0,21.0,29015.0
IPv6,121,UDP,81,CoAP,73.0,1655374324.2118726,121,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,36796.0,COAP,COAP.pcapng,9623,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,29015.0
IPv6,67,UDP,27,CoAP,19.0,1655374324.212057,67,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,36796.0,5683.0,COAP,COAP.pcapng,9624,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,19.0,21.0,21.0,29015.0
IPv6,121,UDP,81,CoAP,73.0,1655374324.212171,121,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,36796.0,COAP,COAP.pcapng,9625,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,29015.0
IPv6,67,UDP,27,CoAP,19.0,1655374324.2123525,67,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,36796.0,5683.0,COAP,COAP.pcapng,9626,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,19.0,21.0,21.0,29015.0
IPv6,121,UDP,81,CoAP,73.0,1655374324.2124774,121,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,36796.0,COAP,COAP.pcapng,9627,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,29015.0
IPv6,67,UDP,27,CoAP,19.0,1655374324.2125616,67,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,36796.0,5683.0,COAP,COAP.pcapng,9628,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,19.0,21.0,21.0,29015.0
IPv6,121,UDP,81,CoAP,73.0,1655374324.2126217,121,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,36796.0,COAP,COAP.pcapng,9629,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,29015.0
IPv6,67,UDP,27,CoAP,19.0,1655374324.212706,67,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,36796.0,5683.0,COAP,COAP.pcapng,9630,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,19.0,21.0,21.0,29015.0
IPv6,121,UDP,81,CoAP,73.0,1655374324.2127652,121,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,36796.0,COAP,COAP.pcapng,9631,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,64.0,,,,,,21.0,21.0,29015.0
IPv6,67,UDP,27,CoAP,19.0,1655374324.2127984,67,,,50:02:91:D8:42:74,50:02:91:13:70:30,0.0,36796.0,5683.0,COAP,COAP.pcapng,9632,50:02:91:D8:42:74,50:02:91:13:70:30,None,0.0,,,3.0,48.0,19.0,21.0,21.0,29015.0
IPv6,59,UDP,19,CoAP,11.0,1655374324.21287,59,,,50:02:91:13:70:30,50:02:91:D8:42:74,0.0,5683.0,36796.0,COAP,COAP.pcapng,9633,50:02:91:13:70:30,50:02:91:D8:42:74,Raw,2.0,,,,,,21.0,21.0,29015.0
IPv6,64,UDP,24,CoAP,16.0,1655374324.3033278,64,,,50:02:91:C3:53:F1,50:02:91:13:70:30,0.0,55105.0,5683.0,COAP,COAP.pcapng,9634,50:02:91:C3:53:F1,50:02:91:13:70:30,None,0.0,,,3.0,48.0,16.0,20.0,20.0,45438.0
IPv6,120,UDP,80,CoAP,72.0,1655374324.3034382,120,,,50:02:91:13:70:30,50:02:91:C3:53:F1,0.0,5683.0,55105.0,COAP,COAP.pcapng,9635,50:02:91:13:70:30,50:02:91:C3:53:F1,Raw,64.0,,,,,,20.0,20.0,45438.0
IPv6,66,UDP,26,CoAP,18.0,1655374324.3035786,66,,,50:02:91:C3:53:F1,50:02:91:13:70:30,0.0,55105.0,5683.0,COAP,COAP.pcapng,9636,50:02:91:C3:53:F1,50:02:91:13:70:30,None,0.0,,,3.0,48.0,18.0,20.0,20.0,45438.0
IPv6,120,UDP,80,CoAP,72.0,1655374324.3036618,120,,,50:02:91:13:70:30,50:02:91:C3:53:F1,0.0,5683.0,55105.0,COAP,COAP.pcapng,9637,50:02:91:13:70:30,50:02:91:C3:53:F1,Raw,64.0,,,,,,20.0,20.0,45438.0
IPv6,66,UDP,26,CoAP,18.0,1655374324.3037837,66,,,50:02:91:C3:53:F1,50:02:91:13:70:30,0.0,55105.0,5683.0,COAP,COAP.pcapng,9638,50:02:91:C3:53:F1,50:02:91:13:70:30,None,0.0,,,3.0,48.0,18.0,20.0,20.0,45438.0
IPv6,120,UDP,80,CoAP,72.0,1655374324.303876,120,,,50:02:91:13:70:30,50:02:91:C3:53:F1,0.0,5683.0,55105.0,COAP,COAP.pcapng,9639,50:02:91:13:70:30,50:02:91:C3:53:F1,Raw,64.0,,,,,,20.0,20.0,45438.0
IPv6,66,UDP,26,CoAP,18.0,1655374324.3039975,66,,,50:02:91:C3:53:F1,50:02:91:13:70:30,0.0,55105.0,5683.0,COAP,COAP.pcapng,9640,50:02:91:C3:53:F1,50:02:91:13:70:30,None,0.0,,,3.0,48.0,18.0,20.0,20.0,45438.0
IPv6,120,UDP,80,CoAP,72.0,1655374324.3040793,120,,,50:02:91:13:70:30,50:02:91:C3:53:F1,0.0,5683.0,55105.0,COAP,COAP.pcapng,9641,50:02:91:13:70:30,50:02:91:C3:53:F1,Raw,64.0,,,,,,20.0,20.0,45438.0
IPv6,66,UDP,26,CoAP,18.0,1655374324.3042006,66,,,50:02:91:C3:53:F1,50:02:91:13:70:30,0.0,55105.0,5683.0,COAP,COAP.pcapng,9642,50:02:91:C3:53:F1,50:02:91:13:70:30,None,0.0,,,3.0,48.0,18.0,20.0,20.0,45438.0
IPv6,120,UDP,80,CoAP,72.0,1655374324.3042817,120,,,50:02:91:13:70:30,50:02:91:C3:53:F1,0.0,5683.0,55105.0,COAP,COAP.pcapng,9643,50:02:91:13:70:30,50:02:91:C3:53:F1,Raw,64.0,,,,,,20.0,20.0,45438.0
IPv6,66,UDP,26,CoAP,18.0,1655374324.3044045,66,,,50:02:91:C3:53:F1,50:02:91:13:70:30,0.0,55105.0,5683.0,COAP,COAP.pcapng,9644,50:02:91:C3:53:F1,50:02:91:13:70:30,None,0.0,,,3.0,48.0,18.0,20.0,20.0,45438.0
IPv6,120,UDP,80,CoAP,72.0,1655374324.304487,120,,,50:02:91:13:70:30,50:02:91:C3:53:F1,0.0,5683.0,55105.0,COAP,COAP.pcapng,9645,50:02:91:13:70:30,50:02:91:C3:53:F1,Raw,64.0,,,,,,20.0,20.0,45438.0
IPv6,66,UDP,26,CoAP,18.0,1655374324.3046124,66,,,50:02:91:C3:53:F1,50:02:91:13:70:30,0.0,55105.0,5683.0,COAP,COAP.pcapng,9646,50:02:91:C3:53:F1,50:02:91:13:70:30,None,0.0,,,3.0,48.0,18.0,20.0,20.0,45438.0
